"period","company_code","total_market_cap_yi","float_market_cap_yi","turnover_amount_yi","turnover_rate","pe","pb"
"2022-12","920169.BJ",10.7331,4.3584,1.1439,0.01193,81.0762,1.317
"2023-12","920169.BJ",14.9298,6.0752,2.701,0.020209,55.548,1.826
"2024-12","920169.BJ",17.3199,7.1131,2.6111,0.016686,52.922,1.6062
"2025-12","920169.BJ",17.5789,7.0796,2.1578,0.013854,69.1255,2.4064
"2026-06","920169.BJ",20.5192,7.6683,1.6487,0.009773,74.2496,2.2576
"2022-12","920564.BJ",7.3921,2.1178,0.8529,0.018307,77.523,0.35
"2023-12","920564.BJ",11.8267,3.5598,1.3263,0.016936,57.1603,0.35
"2024-12","920564.BJ",14.0015,3.893,1.8538,0.021644,66.4185,0.35
"2025-12","920564.BJ",15.1404,4.2427,1.4445,0.015476,78.6255,0.35
"2026-06","920564.BJ",16.8585,4.8811,1.7877,0.016647,54.7037,0.35
"2022-12","920069.BJ",10.0503,2.6551,1.1148,0.019085,21.494,1.5245
"2023-12","920069.BJ",11.7762,3.3496,0.9322,0.01265,19.6035,1.3056
"2024-12","920069.BJ",14.496,4.2468,1.5349,0.016428,30,0.6794
"2025-12","920069.BJ",18.1208,5.2557,1.8199,0.015739,30,1.498
"2026-06","920069.BJ",20.7736,5.7226,2.1762,0.017285,38.1758,1.6504
"2022-12","920050.BJ",10.8504,2.6508,1.1244,0.019281,20.4144,2.7251
"2023-12","920050.BJ",15.0577,3.7306,1.2777,0.015568,17.4251,2.7827
"2024-12","920050.BJ",15.8233,4.017,1.3246,0.014989,15.0797,2.8957
"2025-12","920050.BJ",18.8091,4.8795,1.3958,0.013003,22.3698,2.6749
"2026-06","920050.BJ",20.1716,5.0911,2.0972,0.018724,21.8273,3.0455
"2022-12","920191.BJ",10.3818,2.3665,0.6639,0.012751,21.0807,1.0395
"2023-12","920191.BJ",11.7133,2.4851,0.8416,0.015394,15.5859,1.5607
"2024-12","920191.BJ",13.8803,3.2276,0.7914,0.011146,17.4832,1.3564
"2025-12","920191.BJ",18.9229,4.2427,0.933,0.009995,15.5919,1.4393
"2026-06","920191.BJ",16.9264,3.9179,1.8016,0.020901,23.4077,1.7446
"2022-12","920033.BJ",12.1677,3.7362,0.7594,0.009239,50.3258,2.4823
"2023-12","920033.BJ",15.9161,4.9724,1.0137,0.009267,41.5551,3.0322
"2024-12","920033.BJ",17.9982,6.1171,2.2655,0.016834,57.8288,2.7941
"2025-12","920033.BJ",20.711,6.6374,1.9036,0.013036,38.7714,3.7126
"2026-06","920033.BJ",19.3494,5.9335,2.3851,0.018272,46.5538,3.1541
"2022-12","920726.BJ",9.1844,2.4018,0.5304,0.010039,67.8479,1.3097
"2023-12","920726.BJ",11.2661,2.9206,1.4097,0.02194,51.9987,0.7547
"2024-12","920726.BJ",16.6116,4.6734,1.428,0.013889,53.9159,2.9466
"2025-12","920726.BJ",17.4296,4.996,0.9015,0.008202,61.758,1.9041
"2026-06","920726.BJ",18.6583,5.2064,1.5853,0.013841,68.2906,1.1809
"2022-12","920171.BJ",10.0111,4.0381,1.0708,0.012053,179.0335,2.528
"2023-12","920171.BJ",12.2438,4.8366,2.3903,0.022464,139.9715,2.8249
"2024-12","920171.BJ",13.349,5.5511,1.2379,0.010137,138.1256,1.517
"2025-12","920171.BJ",16.1885,6.5448,2.5552,0.017746,142.1026,2.6043
"2026-06","920171.BJ",19.1402,7.9882,3.2097,0.018264,180,2.7781
"2022-12","920748.BJ",11.8438,2.6757,0.9408,0.015983,67.9343,0.9052
"2023-12","920748.BJ",13.0115,2.8995,1.0855,0.017018,46.8972,0.35
"2024-12","920748.BJ",14.7008,3.1722,0.9195,0.013175,50.0566,0.4282
"2025-12","920748.BJ",19.508,4.2945,1.2841,0.013591,58.8999,1.0276
"2026-06","920748.BJ",19.2277,3.9905,1.8158,0.020683,64.6261,0.35
"2022-12","920092.BJ",11.8512,3.4266,1.1992,0.015908,36.4227,2.773
"2023-12","920092.BJ",13.7781,4.0938,1.6366,0.018172,36.9147,1.7717
"2024-12","920092.BJ",15.3451,4.3515,1.4196,0.014828,47.5565,2.1161
"2025-12","920092.BJ",19.014,5.6859,2.0968,0.016763,36.0804,1.753
"2026-06","920092.BJ",17.4575,4.8529,1.7807,0.016679,34.5694,1.9555
"2022-12","920523.BJ",11.2532,6.597,2.3664,0.016305,16.7979,2.6575
"2023-12","920523.BJ",12.1098,7.3263,1.5112,0.009376,14.273,1.9658
"2024-12","920523.BJ",16.0098,9.6775,3.8171,0.017929,16.0642,1.6426
"2025-12","920523.BJ",18.1681,10.9501,4.1683,0.017303,16.1711,1.802
"2026-06","920523.BJ",18.2964,10.978,2.7397,0.011344,15.6776,2.0124
"2022-12","920080.BJ",11.5094,3.1756,0.9604,0.013746,22.5315,2.3016
"2023-12","920080.BJ",14.3165,4.1471,1.3808,0.015134,22.3962,1.5152
"2024-12","920080.BJ",15.3808,4.2026,1.669,0.018051,25.2349,1.8024
"2025-12","920080.BJ",19.7601,5.4999,1.735,0.014339,22.8895,1.5042
"2026-06","920080.BJ",19.3717,5.3572,1.9653,0.016675,19.8748,1.4838
"2022-12","920187.BJ",10.8558,3.9499,1.1517,0.013254,16.4436,1.9777
"2023-12","920187.BJ",13.5268,4.8668,1.6096,0.015033,14.1175,1.8528
"2024-12","920187.BJ",15.3697,5.6649,1.5773,0.012656,11.744,2.0347
"2025-12","920187.BJ",16.7333,6.4845,2.1758,0.015252,13.5725,2.4003
"2026-06","920187.BJ",16.0657,6.2149,2.3982,0.01754,15.4313,0.9114
"2022-12","920663.BJ",10.0474,2.8597,0.9688,0.0154,22.0781,2.3217
"2023-12","920663.BJ",14.234,4.065,1.7323,0.019371,17.6459,2.4854
"2024-12","920663.BJ",15.6105,4.8433,1.8889,0.017728,20.0924,1.4259
"2025-12","920663.BJ",18.5732,5.6875,1.5359,0.012274,24.9087,1.7765
"2026-06","920663.BJ",17.5584,5.4617,1.9882,0.016546,18.928,2.8288
"2022-12","920003.BJ",14.0138,3.2138,0.7799,0.01103,20.5356,0.998
"2023-12","920003.BJ",16.4794,3.4155,0.849,0.011299,16.1796,1.2506
"2024-12","920003.BJ",18.8593,3.9378,0.8555,0.009875,14.305,1.6728
"2025-12","920003.BJ",17.18,3.686,0.637,0.007855,13.08,1.2124
"2026-06","920003.BJ",16.0293,3.353,0.789,0.010696,13.0718,2.3118
"2022-12","920729.BJ",10.8274,2.9224,1.2122,0.018854,50.5078,1.4783
"2023-12","920729.BJ",14.0022,3.9801,1.4366,0.016406,53.9698,1.6645
"2024-12","920729.BJ",15.8507,4.3558,1.5251,0.015914,39.5986,2.1605
"2025-12","920729.BJ",17.5755,5.2758,1.4583,0.012565,45.0693,1.7294
"2026-06","920729.BJ",16.2482,4.4858,1.2828,0.012999,47.4808,2.277
"2022-12","920158.BJ",12.3583,3.2984,1.1211,0.015449,39.3524,2.132
"2023-12","920158.BJ",14.5673,3.9504,1.0847,0.012481,37.3399,2.0293
"2024-12","920158.BJ",16.7552,4.3055,1.4346,0.015145,39.2278,2.4039
"2025-12","920158.BJ",17.7366,4.832,1.6946,0.015941,32.8932,1.9873
"2026-06","920158.BJ",19.1678,5.356,2.6242,0.02227,27.2954,2.1942
"2022-12","920689.BJ",13.4862,5.2887,1.9513,0.016771,26.6932,0.9569
"2023-12","920689.BJ",14.4925,5.9326,1.5136,0.011597,25.7468,1.7101
"2024-12","920689.BJ",17.0721,7.3216,2.4054,0.014933,32.4824,1.8179
"2025-12","920689.BJ",18.765,7.8675,3.4681,0.020037,36.1551,1.0267
"2026-06","920689.BJ",17.425,7.5215,2.1974,0.01328,29.0562,2.0041
"2022-12","920870.BJ",11.7054,3.1048,0.7028,0.010289,82.9961,1.7005
"2023-12","920870.BJ",13.7062,3.8377,1.2761,0.015115,79.4198,1.8455
"2024-12","920870.BJ",16.7186,4.4193,1.6604,0.017078,102.7917,1.3674
"2025-12","920870.BJ",15.775,4.2939,1.6338,0.017295,120.1254,1.9299
"2026-06","920870.BJ",16.472,4.7116,1.9681,0.018987,73.5216,1.7383
"2022-12","920082.BJ",9.1651,2.4493,0.6185,0.011478,35.9466,2.6806
"2023-12","920082.BJ",11.6081,3.082,0.795,0.011725,42.0381,1.8288
"2024-12","920082.BJ",13.2137,3.6682,0.7965,0.009869,55.8204,0.7895
"2025-12","920082.BJ",16.7835,4.3653,1.6655,0.017343,36.6608,2.0373
"2026-06","920082.BJ",15.7945,4.3309,1.2479,0.013097,37.9893,2.1829
"2022-12","920405.BJ",11.2052,5.1441,1.414,0.012495,29.0263,2.9807
"2023-12","920405.BJ",13.5917,6.604,2.3842,0.01641,35.5485,2.7725
"2024-12","920405.BJ",15.0234,6.8189,2.2329,0.014884,40.5218,2.7869
"2025-12","920405.BJ",18.8081,9.1011,4.1154,0.020554,43.0972,3.5399
"2026-06","920405.BJ",19.2729,8.3734,2.4098,0.013081,31.1583,3.2281
"2022-12","920098.BJ",13.7486,6.3464,2.5212,0.018057,36.9647,2.1304
"2023-12","920098.BJ",15.3713,7.126,1.3065,0.008334,29.2705,0.9854
"2024-12","920098.BJ",15.0496,6.7514,1.7249,0.011613,29.5745,2.2658
"2025-12","920098.BJ",16.5081,7.2048,2.5196,0.015896,28.3386,1.4538
"2026-06","920098.BJ",15.9222,7.6297,2.0274,0.012078,30.2424,2.3426
"2022-12","920007.BJ",11.4153,2.8684,1.0346,0.016395,18.1787,1.8604
"2023-12","920007.BJ",11.8106,2.6754,0.8323,0.014141,24.1051,0.799
"2024-12","920007.BJ",13.2958,3.2438,1.0852,0.015206,22.6654,1.5376
"2025-12","920007.BJ",17.0028,3.8838,1.2498,0.014627,27.2153,1.982
"2026-06","920007.BJ",15.7744,3.823,1.1631,0.013828,24.4812,1.4614
"2022-12","920706.BJ",11.3322,3.5631,1.163,0.014837,38.9268,2.1982
"2023-12","920706.BJ",12.78,4.2141,1.4778,0.015941,42.0532,2.3895
"2024-12","920706.BJ",14.28,4.4293,1.7973,0.018444,45.5149,1.9875
"2025-12","920706.BJ",18.4546,5.6231,1.9401,0.015683,38.2614,2.0831
"2026-06","920706.BJ",16.0179,4.904,2.1025,0.019488,34.2157,1.9924
"2022-12","920062.BJ",10.3621,6.0819,2.2214,0.016602,180,1.8703
"2023-12","920062.BJ",13.4956,8.3143,2.827,0.015455,164.6836,2.2919
"2024-12","920062.BJ",15.9922,10.1384,3.0296,0.013583,180,1.894
"2025-12","920062.BJ",18.4992,10.6871,3.322,0.014129,180,2.1598
"2026-06","920062.BJ",18.5958,11.8275,2.4052,0.009243,143.8146,2.265
"2022-12","920087.BJ",14.0801,5.9748,1.85,0.014074,180,0.8352
"2023-12","920087.BJ",13.3176,5.9444,1.3232,0.010118,168.3323,0.9835
"2024-12","920087.BJ",17.5073,7.9536,1.6585,0.009478,171.5643,1.218
"2025-12","920087.BJ",17.7069,8.4182,2.5704,0.013879,146.6716,0.9891
"2026-06","920087.BJ",16.9924,7.2624,1.2952,0.008107,180,0.9187
"2022-12","920924.BJ",9.7706,4.9754,1.7673,0.016146,95.4407,1.8842
"2023-12","920924.BJ",13.0897,6.6766,2.3359,0.015903,136.0075,1.5266
"2024-12","920924.BJ",14.7318,7.7069,2.7346,0.016128,142.4182,2.2678
"2025-12","920924.BJ",17.9374,9.368,3.6965,0.017936,130.072,2.1888
"2026-06","920924.BJ",15.534,7.7783,2.4581,0.014364,142.9509,2.0024
"2022-12","920035.BJ",8.5563,1.8671,0.5036,0.012261,34.4435,2.5871
"2023-12","920035.BJ",12.1765,2.6618,0.7434,0.012695,24.1152,3.2724
"2024-12","920035.BJ",14.3315,3.3761,0.6195,0.008341,27.2966,2.451
"2025-12","920035.BJ",14.461,3.0992,0.9962,0.014611,21.9149,2.5031
"2026-06","920035.BJ",15.5312,3.5938,1.3483,0.017054,27.301,2.7403
"2022-12","920166.BJ",11.3999,3.2388,1.0744,0.015079,18.3401,2.1857
"2023-12","920166.BJ",13.7753,3.8219,1.2089,0.014377,21.7523,1.2978
"2024-12","920166.BJ",14.8538,4.1307,1.072,0.011796,15.7255,1.9858
"2025-12","920166.BJ",15.3781,4.5416,1.7174,0.017189,23.2621,2.4089
"2026-06","920166.BJ",15.1829,4.4721,1.181,0.012003,24.6479,1.2137
"2022-12","920396.BJ",12.1071,6.3495,2.2557,0.016148,49.2333,3.3367
"2023-12","920396.BJ",12.0902,6.519,2.403,0.016755,31.9308,3.4122
"2024-12","920396.BJ",15.8108,7.8508,2.2965,0.013296,35.6236,2.5672
"2025-12","920396.BJ",17.1475,9.2072,1.6514,0.008153,49.7005,2.8378
"2026-06","920396.BJ",17.1353,8.3829,3.0271,0.016414,32.5616,2.1267
"2022-12","920061.BJ",10.871,3.3614,1.3011,0.017594,30.9702,2.1624
"2023-12","920061.BJ",13.0812,3.8332,1.4141,0.016768,35.2576,2.4176
"2024-12","920061.BJ",12.366,3.4733,1.237,0.016188,31.505,2.5547
"2025-12","920061.BJ",16.7639,4.722,0.9484,0.009129,36.0217,3.1252
"2026-06","920061.BJ",17.8813,5.5604,2.009,0.016423,30.6237,2.7396
"2022-12","920701.BJ",9.6394,2.9478,1.2259,0.018903,24.6093,3.0801
"2023-12","920701.BJ",10.2971,2.9491,0.8922,0.013752,32.0215,3.8863
"2024-12","920701.BJ",12.4015,3.5319,1.4864,0.01913,31.6702,3.4912
"2025-12","920701.BJ",16.0361,4.6716,1.4171,0.013789,25.0741,3.003
"2026-06","920701.BJ",15.601,4.7108,1.5106,0.014576,24.0898,2.9979
"2022-12","920792.BJ",9.9905,3.9832,1.1655,0.0133,19.9403,1.4835
"2023-12","920792.BJ",12.7198,5.3473,1.2744,0.010833,30,0.5964
"2024-12","920792.BJ",13.9929,5.6699,2.334,0.018712,23.4519,0.9711
"2025-12","920792.BJ",17.2173,7.0296,2.2762,0.014718,17.4015,1.4393
"2026-06","920792.BJ",17.9774,6.9854,1.7705,0.01152,20.9152,1.7645
"2022-12","920108.BJ",9.5096,2.642,0.9821,0.016897,75.4345,2.7608
"2023-12","920108.BJ",10.741,3.0075,0.8502,0.012849,51.6899,4.0958
"2024-12","920108.BJ",13.8347,3.8973,1.5464,0.018035,56.4313,2.4518
"2025-12","920108.BJ",17.8134,4.7597,1.6597,0.01585,76.5435,1.8744
"2026-06","920108.BJ",18.1274,4.7976,1.479,0.014013,71.0686,2.5039
"2022-12","920183.BJ",10.8399,2.5766,0.8342,0.014716,26.0784,1.6301
"2023-12","920183.BJ",11.4982,2.7941,1.2261,0.019946,24.1069,1.5933
"2024-12","920183.BJ",15.4784,3.7535,1.3251,0.016046,25.2215,1.7475
"2025-12","920183.BJ",15.1692,3.3322,1.3484,0.018394,22.5021,2.7106
"2026-06","920183.BJ",14.8328,3.2245,1.4695,0.020715,16.5863,2.1909
"2022-12","920299.BJ",10.3947,3.2748,1.0795,0.014984,82.9972,1.8538
"2023-12","920299.BJ",11.9676,3.7125,1.0555,0.012923,83.4324,2.1545
"2024-12","920299.BJ",14.7466,4.8413,1.8157,0.017047,73.1274,2.6283
"2025-12","920299.BJ",16.4773,5.2905,1.2975,0.011147,64.5309,2.354
"2026-06","920299.BJ",14.8811,4.7139,0.8985,0.008664,85.086,1.5976
"2022-12","920476.BJ",9.7197,7.1288,2.2393,0.014279,44.2831,2.6837
"2023-12","920476.BJ",10.5879,7.7277,2.5095,0.014761,40.8911,2.0256
"2024-12","920476.BJ",14.1963,9.7532,2.8921,0.013479,46.9406,2.9207
"2025-12","920476.BJ",15.6762,11.3428,3.884,0.015564,37.6366,2.7604
"2026-06","920476.BJ",14.801,10.4984,3.3194,0.014372,44.3611,1.951
"2022-12","920662.BJ",9.7084,2.848,1.0751,0.017158,96.4699,1.52
"2023-12","920662.BJ",12.4755,3.7079,1.6442,0.020156,99.6312,2.2153
"2024-12","920662.BJ",15.7455,4.4722,1.3066,0.013281,83.0403,1.2
"2025-12","920662.BJ",14.7305,4.2929,0.7179,0.007601,119.7637,1.2022
"2026-06","920662.BJ",14.8838,4.179,1.4595,0.015874,115.8877,1.7873
"2022-12","920056.BJ",8.902,3.2153,0.7142,0.010097,30.203,2.0202
"2023-12","920056.BJ",11.561,4.2457,1.1189,0.011979,28.842,2.0525
"2024-12","920056.BJ",14.5899,5.7805,1.5915,0.012514,26.6084,2.3449
"2025-12","920056.BJ",15.4789,6.1385,1.9792,0.014656,31.5019,2.2178
"2026-06","920056.BJ",17.8416,6.7287,1.4375,0.009711,30.0964,2.0545
"2022-12","920221.BJ",9.0074,2.8391,0.9721,0.015564,25.5154,3.4226
"2023-12","920221.BJ",10.0038,3.3108,1.3262,0.018208,25.0058,2.1419
"2024-12","920221.BJ",11.6474,3.5608,1.3602,0.017363,25.3833,2.3415
"2025-12","920221.BJ",16.6823,5.0698,1.4673,0.013155,29.3827,3.055
"2026-06","920221.BJ",14.5218,4.7457,1.4682,0.014063,21.0033,2.0095
"2022-12","920076.BJ",8.5571,2.7297,0.6715,0.011183,23.724,2.1844
"2023-12","920076.BJ",10.5601,3.4759,0.6147,0.008038,19.0249,2.2708
"2024-12","920076.BJ",13.5561,4.3357,1.1868,0.012442,21.7378,1.6348
"2025-12","920076.BJ",14.5107,4.4275,1.2734,0.013074,18.1524,1.5067
"2026-06","920076.BJ",15.176,5.0267,1.3931,0.012597,19.3618,1.8005
"2022-12","920837.BJ",10.2906,3.2836,0.9352,0.012946,18.835,3.4884
"2023-12","920837.BJ",12.6628,3.7245,1.1195,0.013663,23.6026,2.8858
"2024-12","920837.BJ",13.4722,3.997,1.1808,0.013428,15.0793,1.8959
"2025-12","920837.BJ",17.2683,5.1651,1.7349,0.015268,23.5599,3.2573
"2026-06","920837.BJ",14.9352,4.5042,1.261,0.012725,24.5416,3.2972
"2022-12","920627.BJ",8.0538,2.3778,0.7306,0.013967,57.928,3.1599
"2023-12","920627.BJ",11.2161,3.5914,1.484,0.018783,44.1563,2.6211
"2024-12","920627.BJ",12.6675,3.7733,1.2771,0.015385,50.4767,2.966
"2025-12","920627.BJ",16.8436,5.4703,1.3949,0.011591,54.2511,2.5632
"2026-06","920627.BJ",14.889,4.8307,1.5646,0.014722,52.2103,2.962
"2022-12","920790.BJ",8.7747,3.0115,1.0778,0.016269,35.9532,1.4033
"2023-12","920790.BJ",9.6271,3.1493,1.0008,0.014444,42.7789,2.4272
"2024-12","920790.BJ",13.959,4.6776,1.5155,0.014727,35.5619,1.3983
"2025-12","920790.BJ",16.2847,5.7351,0.6579,0.005215,30.659,2.2434
"2026-06","920790.BJ",15.6088,4.949,1.6159,0.014841,43.2581,1.6096
"2022-12","920199.BJ",8.4327,2.4654,0.7563,0.013944,180,2.8061
"2023-12","920199.BJ",10.6008,3.1108,0.9193,0.013433,180,2.0822
"2024-12","920199.BJ",12.6826,3.8204,1.0401,0.012374,180,1.9443
"2025-12","920199.BJ",16.4083,4.5225,1.4552,0.014626,180,2.2258
"2026-06","920199.BJ",14.4213,4.0619,1.4246,0.015942,180,2.2524
"2022-12","920703.BJ",8.4448,2.6482,0.8865,0.015216,20.69,2.8453
"2023-12","920703.BJ",12.0478,4.1469,1.4012,0.015359,15.9924,2.0302
"2024-12","920703.BJ",12.0152,4.0916,1.1875,0.013192,23.3399,1.9498
"2025-12","920703.BJ",16.4985,5.2639,1.5299,0.013211,21.1388,3.0872
"2026-06","920703.BJ",16.4264,5.3235,2.351,0.020074,24.1137,2.9143
"2022-12","920304.BJ",11.2611,5.3692,1.2603,0.010669,22.5336,1.9947
"2023-12","920304.BJ",13.1821,6.0089,1.5215,0.011509,25.4281,1.5168
"2024-12","920304.BJ",15.3753,7.476,1.898,0.01154,22.52,0.9937
"2025-12","920304.BJ",15.89,7.7003,2.0004,0.011808,31.083,0.9468
"2026-06","920304.BJ",16.4,7.9668,1.6435,0.009377,29.4225,1.2074
"2022-12","920770.BJ",10.0335,5.6092,1.5524,0.01258,30.4688,2.2399
"2023-12","920770.BJ",10.5351,5.8208,1.3818,0.01079,45.0173,2.3096
"2024-12","920770.BJ",13.4082,7.454,2.4988,0.015238,35.7437,2.9933
"2025-12","920770.BJ",15.7062,7.9382,2.1223,0.012153,35.3612,1.902
"2026-06","920770.BJ",14.5574,8.0232,2.3891,0.013535,34.7184,3.042
"2022-12","920985.BJ",9.266,3.9889,0.7609,0.008671,44.831,2.5339
"2023-12","920985.BJ",11.1037,5.0227,1.9036,0.017227,38.1165,2.5922
"2024-12","920985.BJ",14.4927,6.3128,1.8409,0.013255,32.5691,2.8108
"2025-12","920985.BJ",16.2606,6.8701,2.4026,0.015896,40.7997,2.0492
"2026-06","920985.BJ",15.432,6.5391,1.9716,0.013705,36.1355,2.5607
"2022-12","920371.BJ",11.1397,3.1314,0.5781,0.008391,17.5019,1.6091
"2023-12","920371.BJ",12.595,3.4833,0.4591,0.005991,22.4495,1.5855
"2024-12","920371.BJ",15.0091,4.1748,1.1105,0.012091,16.9785,2.0671
"2025-12","920371.BJ",17.3222,4.7456,1.0882,0.010423,15.2318,1.7406
"2026-06","920371.BJ",14.4419,3.9816,0.7556,0.008626,16.3221,1.668
"2022-12","920242.BJ",10.121,4.0429,0.4221,0.004746,20.7506,1.2854
"2023-12","920242.BJ",11.1398,4.4493,0.7986,0.008159,16.0176,1.3576
"2024-12","920242.BJ",14.8354,6.3812,0.7111,0.005065,20.5794,1.3555
"2025-12","920242.BJ",15.2389,6.254,2.1453,0.015592,22.5622,1.7225
"2026-06","920242.BJ",14.8373,6.3938,1.5103,0.010737,13.9035,1.6231
"2022-12","920578.BJ",9.1462,2.8654,0.5807,0.009212,34.4637,1.6514
"2023-12","920578.BJ",10.1257,3.2973,0.7507,0.010348,30.655,1.5778
"2024-12","920578.BJ",14.0134,4.5337,1.2448,0.01248,38.4587,1.5423
"2025-12","920578.BJ",15.655,4.7113,1.3035,0.012576,36.5791,1.812
"2026-06","920578.BJ",14.7212,4.8739,1.6324,0.015224,43.9158,1.7578
"2022-12","920180.BJ",8.519,2.4589,0.946,0.017487,24.236,1.7858
"2023-12","920180.BJ",9.3155,2.7083,0.7083,0.011887,23.2085,2.769
"2024-12","920180.BJ",13.0487,3.9001,1.1355,0.013234,23.2922,1.1487
"2025-12","920180.BJ",14.5455,4.6061,1.5092,0.014893,17.8195,1.6882
"2026-06","920180.BJ",14.6364,4.4688,1.1067,0.011256,23.3217,1.5698
"2022-12","920547.BJ",10.7657,3.3092,0.681,0.009354,19.2261,1.4767
"2023-12","920547.BJ",12.1367,3.561,0.9786,0.012491,25.5591,0.9067
"2024-12","920547.BJ",13.7183,4.1614,1.4066,0.015364,23.2504,1.1551
"2025-12","920547.BJ",14.0431,4.2506,0.8323,0.0089,21.8525,1.3109
"2026-06","920547.BJ",14.1155,4.1985,0.9082,0.009833,28.4429,1.9841
"2022-12","920006.BJ",8.7456,3.4128,1.4938,0.019896,42.1779,2.375
"2023-12","920006.BJ",11.5247,4.3352,1.1598,0.012161,45.4484,2.8269
"2024-12","920006.BJ",12.8668,5.2633,1.3954,0.012051,30.9162,2.5179
"2025-12","920006.BJ",14.7111,5.9647,1.8643,0.014207,31.1881,2.2487
"2026-06","920006.BJ",13.7307,5.5799,1.1407,0.009292,48.3021,2.3707
"2022-12","920932.BJ",8.6018,5.1236,0.9543,0.008466,46.8769,3.3209
"2023-12","920932.BJ",11.7736,7.017,1.9518,0.012643,41.2617,2.3948
"2024-12","920932.BJ",11.6133,6.7533,2.792,0.018792,32.9245,2.7017
"2025-12","920932.BJ",14.3602,8.4707,1.5469,0.008301,47.7605,2.2322
"2026-06","920932.BJ",16.6277,10.1069,2.9799,0.013402,32.4043,3.2398
"2022-12","920177.BJ",8.8213,2.9377,0.6021,0.009317,30,1.3474
"2023-12","920177.BJ",9.0911,3.0888,0.5985,0.008808,30,0.3629
"2024-12","920177.BJ",12.1207,4.4894,1.1315,0.011457,15.0535,1.0843
"2025-12","920177.BJ",16.0783,5.6619,1.7344,0.013924,17.0579,1.658
"2026-06","920177.BJ",16.7024,6.1757,1.9056,0.014026,18.9859,1.0591
"2022-12","920753.BJ",9.1911,2.6887,0.8046,0.013602,34.9366,0.9255
"2023-12","920753.BJ",9.9205,2.6445,0.9203,0.015818,42.9773,1.7216
"2024-12","920753.BJ",13.3671,3.5062,0.556,0.007208,41.9857,1.2664
"2025-12","920753.BJ",15.2364,4.4401,0.9875,0.010109,51.0691,2.5985
"2026-06","920753.BJ",13.6724,3.7926,0.6459,0.007741,32.3054,1.8809
"2022-12","920184.BJ",8.6891,4.0766,1.5872,0.017697,82.1754,2.1596
"2023-12","920184.BJ",11.1088,5.7377,0.9118,0.007224,66.3829,2.2384
"2024-12","920184.BJ",13.5112,6.7454,2.1926,0.014775,54.9542,2.4536
"2025-12","920184.BJ",13.2985,6.5045,1.2576,0.008788,55.8306,1.6949
"2026-06","920184.BJ",14.3524,7.4327,2.095,0.012812,84.1788,1.2206
"2022-12","920274.BJ",8.5418,2.8034,0.6565,0.010644,84.7714,1.2428
"2023-12","920274.BJ",10.6786,3.4945,0.8584,0.011165,55.863,0.5231
"2024-12","920274.BJ",13.5143,4.0272,1.1892,0.013422,86.1672,1.1131
"2025-12","920274.BJ",15.0053,4.6681,1.0082,0.009817,65.059,1.0745
"2026-06","920274.BJ",14.3647,4.221,0.5221,0.005623,61.9445,1.6607
"2022-12","920690.BJ",9.1012,3.1712,1.0259,0.014705,24.3412,2.5778
"2023-12","920690.BJ",12.4246,4.5411,1.4725,0.014739,24.1087,3.7501
"2024-12","920690.BJ",13.9351,5.0689,1.0914,0.009787,22.5408,3.0133
"2025-12","920690.BJ",15.1208,5.0384,1.134,0.01023,18.1056,3.4575
"2026-06","920690.BJ",13.6463,4.7418,1.1066,0.010608,23.9814,3.862
"2022-12","920670.BJ",8.6037,4.62,1.1063,0.010884,41.02,2.7344
"2023-12","920670.BJ",10.3651,5.3523,1.5981,0.013572,38.5192,0.7743
"2024-12","920670.BJ",11.2108,5.9449,1.0688,0.008172,30.8945,2.4022
"2025-12","920670.BJ",14.1161,7.4483,2.5498,0.015561,33.107,1.9355
"2026-06","920670.BJ",13.7908,7.4973,2.6512,0.016074,32.6095,2.2633
"2022-12","920008.BJ",8.5027,4.3919,1.0426,0.01079,58.6048,2.4764
"2023-12","920008.BJ",10.9318,5.5692,1.8248,0.014894,77.5562,1.4013
"2024-12","920008.BJ",12.9707,7.0081,1.9275,0.012502,83.8066,2.4369
"2025-12","920008.BJ",14.7802,7.6031,1.8993,0.011355,79.2733,1.3338
"2026-06","920008.BJ",16.3001,8.8211,3.3972,0.017506,63.4752,2.4234
"2022-12","920943.BJ",7.1549,2.2177,0.4686,0.009604,30.7671,2.2479
"2023-12","920943.BJ",10.4844,3.5049,1.0101,0.0131,36.487,1.7044
"2024-12","920943.BJ",11.9042,3.7105,0.9168,0.011231,25.2218,2.7749
"2025-12","920943.BJ",15.3017,4.9746,1.3385,0.01223,24.4038,2.2326
"2026-06","920943.BJ",14.2257,4.469,0.9984,0.010155,30.1744,2.3653
"2022-12","920237.BJ",9.1275,3.421,0.6524,0.008668,35.9744,1.1054
"2023-12","920237.BJ",11.6665,3.9949,1.5003,0.017071,27.5279,1.7547
"2024-12","920237.BJ",10.8156,3.6616,0.8334,0.010346,33.5835,2.0489
"2025-12","920237.BJ",15.4029,5.8246,1.5833,0.012356,41.8122,1.1091
"2026-06","920237.BJ",15.7969,5.3849,1.3608,0.011487,41.1184,1.9387
"2022-12","920786.BJ",8.6385,4.0277,1.0016,0.011303,54.7384,0.4609
"2023-12","920786.BJ",9.6454,4.5107,0.6898,0.006951,33.1724,1.2496
"2024-12","920786.BJ",12.5682,6.082,1.6704,0.012484,23.9425,1.3668
"2025-12","920786.BJ",14.2917,6.6299,1.2322,0.008448,31.2106,0.8134
