"period","company_code","revenue_yi","net_profit_yi","deduct_net_profit_yi","roe","gross_margin","net_margin","operating_cashflow_yi","r_and_d_expense_yi","r_and_d_ratio"
"2024-12","920344.BJ",4.0598,0.452,0.4173,0.183384,0.287156,0.111335,0.3454,0.368,0.09064
"2025-12","920344.BJ",4.4188,0.5411,0.4496,0.164684,0.251073,0.12245,0.4382,0.4882,0.110478
"2026-06","920344.BJ",5.6706,0.3792,0.3644,0.142597,0.214874,0.066869,0.2258,0.7332,0.129298
"2022-12","920662.BJ",4.6384,0.6391,0.465,0.17018,0.302308,0.137789,0.7985,0.6307,0.135964
"2023-12","920662.BJ",5.0112,0.549,0.4096,0.139994,0.357587,0.109552,0.7872,0.5659,0.112929
"2024-12","920662.BJ",5.9865,0.7667,0.6641,0.137483,0.32539,0.128077,1.0618,0.7118,0.118904
"2025-12","920662.BJ",7.0899,0.7958,0.6237,0.138417,0.276081,0.11225,0.805,0.7947,0.112091
"2026-06","920662.BJ",7.3787,1.3296,1.0775,0.215429,0.187987,0.180192,0.8285,0.8483,0.114967
"2022-12","920526.BJ",2.6526,0.1492,0.1071,0.125798,0.216938,0.05624,0.1554,0.3723,0.140361
"2023-12","920526.BJ",2.9486,0.0889,0.0586,0.027452,0.334552,0.030143,0.261,0.4152,0.140807
"2024-12","920526.BJ",3.9479,0.3813,0.2765,0.18004,0.401463,0.096578,0.5712,0.4721,0.119586
"2025-12","920526.BJ",4.6782,0.4995,0.4175,0.234228,0.462686,0.106767,0.7278,0.5477,0.117076
"2026-06","920526.BJ",5.5202,0.6189,0.5397,0.231927,0.275567,0.112123,0.8617,0.5513,0.099864
"2022-12","920122.BJ",10.8192,1.148,0.9373,0.090041,0.284665,0.106107,0.6013,0.1697,0.015685
"2023-12","920122.BJ",11.4118,1.0327,1.0194,0.086305,0.277741,0.09049,0.5261,0.2217,0.019426
"2024-12","920122.BJ",12.292,1.0859,0.9991,0.140984,0.131793,0.088342,0.6759,0.1763,0.014339
"2025-12","920122.BJ",13.8755,0.7154,0.4037,0.040334,0.181277,0.051558,1.1526,0.2095,0.015101
"2026-06","920122.BJ",13.8313,1.3804,1.0319,0.064532,0.145608,0.099801,1.0458,0.2301,0.016638
"2022-12","920885.BJ",6.3019,-0.0241,-0.0376,-0.017782,0.308452,-0.003831,0.1384,0.3887,0.06168
"2023-12","920885.BJ",6.4558,-0.0678,-0.1287,-0.034144,0.29518,-0.010509,-0.0575,0.4448,0.068892
"2024-12","920885.BJ",6.8692,-0.1209,-0.1522,0.002802,0.365874,-0.017605,-0.067,0.3772,0.054906
"2025-12","920885.BJ",6.6492,-0.0402,-0.0536,0.005316,0.383271,-0.00605,-0.2612,0.4546,0.068374
"2026-06","920885.BJ",7.6026,0.1159,0.0643,0.021524,0.234048,0.015248,-0.0892,0.4077,0.053624
"2022-12","920036.BJ",6.4876,0.5546,0.4952,0.087648,0.264731,0.08549,0.4995,0.3569,0.05502
"2023-12","920036.BJ",6.2571,0.3241,0.2447,0.064545,0.35432,0.051805,0.2586,0.3858,0.061656
"2024-12","920036.BJ",7.3144,0.6313,0.5211,0.084496,0.261716,0.086304,0.8099,0.547,0.074777
"2025-12","920036.BJ",7.7499,0.4823,0.4699,0.04132,0.276573,0.062235,0.3678,0.4602,0.059378
"2026-06","920036.BJ",8.6258,0.9253,0.7327,0.082788,0.221254,0.107274,0.973,0.5555,0.064401
"2022-12","920021.BJ",16.0258,-0.404,-0.3839,0.002685,0.166517,-0.025212,-0.894,0.4453,0.027787
"2023-12","920021.BJ",16.9252,0.0056,-0.0722,-0.000682,0.306183,0.000328,0.4719,0.4284,0.025313
"2024-12","920021.BJ",19.4322,-0.3107,-0.3207,0.039826,0.156071,-0.015988,-0.2378,0.5059,0.026035
"2025-12","920021.BJ",18.9728,-0.4793,-0.3794,-0.02005,0.163561,-0.025264,-0.4961,0.368,0.019397
"2026-06","920021.BJ",22.8256,-1.651,-1.9235,-0.003191,0.265642,-0.072331,-2.439,0.6154,0.02696
"2022-12","920106.BJ",6.5607,0.0516,-0.022,-0.03784,0.404058,0.007862,0.021,0.5545,0.084516
"2023-12","920106.BJ",7.6156,0.143,0.0316,0.035269,0.170617,0.018773,0.1701,0.4977,0.065357
"2024-12","920106.BJ",8.2959,-0.1488,-0.1676,-0.026765,0.294201,-0.017941,0.3982,0.7691,0.092708
"2025-12","920106.BJ",10.3101,-0.2902,-0.2641,-0.00554,0.36873,-0.028143,-0.2881,0.8076,0.078333
"2026-06","920106.BJ",12.7482,0.2444,0.1863,0.005707,0.356674,0.01917,0.4758,1.0669,0.083688
"2022-12","920693.BJ",11.5748,0.7389,0.6121,0.086698,0.283167,0.063837,0.6375,1.182,0.102117
"2023-12","920693.BJ",11.3672,1.0886,0.8826,0.139177,0.307963,0.095766,1.7389,1.0731,0.094406
"2024-12","920693.BJ",9.4102,0.876,0.8313,0.161055,0.164356,0.093096,0.7827,1.1736,0.124718
"2025-12","920693.BJ",9.2345,1.0053,0.853,0.133831,0.261566,0.108862,1.2803,1.0679,0.115644
"2026-06","920693.BJ",8.7414,0.5483,0.4578,0.058414,0.208569,0.062725,0.4591,0.8963,0.10254
"2022-12","920159.BJ",22.8016,2.2036,1.9065,-0.028941,0.240904,0.096642,1.5113,0.934,0.040961
"2023-12","920159.BJ",24.0172,3.638,3.2695,0.042602,0.204501,0.151475,2.463,0.9361,0.038975
"2024-12","920159.BJ",23.8673,3.0326,2.8216,0.036273,0.161989,0.12706,4.0969,1.1632,0.048735
"2025-12","920159.BJ",23.2633,4.0056,3.8745,0.061064,0.344685,0.172186,5.198,1.1276,0.048473
"2026-06","920159.BJ",20.5222,2.8037,2.0505,0.0231,0.099248,0.136616,2.7745,0.8268,0.040287
"2022-12","920223.BJ",4.3779,-0.5011,-0.4815,-0.165236,0.415152,-0.114472,-0.454,0.4519,0.103225
"2023-12","920223.BJ",4.8191,-0.4575,-0.486,-0.150286,0.372859,-0.094938,-0.4027,0.4422,0.091764
"2024-12","920223.BJ",4.7019,-0.6388,-0.5776,-0.165393,0.208037,-0.135853,-1.0044,0.4828,0.10269
"2025-12","920223.BJ",5.3972,-0.4839,-0.428,-0.109582,0.324201,-0.089656,-0.4069,0.5537,0.102595
"2026-06","920223.BJ",5.8307,-0.7228,-0.7189,-0.165143,0.151754,-0.123965,-0.5331,0.5311,0.091087
"2022-12","920807.BJ",4.837,-0.6576,-0.594,-0.12862,0.239914,-0.13596,-0.9252,0.2102,0.043457
"2023-12","920807.BJ",5.2717,-0.8752,-0.8806,-0.21231,0.26748,-0.16602,-0.8361,0.2646,0.0502
"2024-12","920807.BJ",5.6612,-0.6479,-0.5671,-0.126895,0.216039,-0.114438,-0.6271,0.3195,0.056433
"2025-12","920807.BJ",6.4215,-0.9268,-0.9571,-0.151577,0.234356,-0.144324,-0.529,0.257,0.040029
"2026-06","920807.BJ",7.7263,-1.1197,-0.9302,-0.145231,0.185601,-0.144921,-1.0628,0.4046,0.05236
"2022-12","920579.BJ",3.3695,-0.1751,-0.1861,-0.057301,0.378285,-0.051966,-0.2066,0.1989,0.05904
"2023-12","920579.BJ",3.6662,-0.2286,-0.2257,-0.142791,0.339019,-0.062341,-0.1881,0.2677,0.073023
"2024-12","920579.BJ",4.7506,-0.0761,-0.0924,-0.001519,0.327983,-0.016012,-0.1585,0.3357,0.070661
"2025-12","920579.BJ",5.2547,-0.1829,-0.2361,-0.050896,0.318638,-0.034807,-0.3141,0.3236,0.061578
"2026-06","920579.BJ",6.7934,-0.1492,-0.1942,-0.057486,0.250915,-0.021964,-0.0589,0.3471,0.051091
"2022-12","920505.BJ",17.738,3.6062,3.0241,0.091473,0.260602,0.203303,5.5077,0.9311,0.052491
"2023-12","920505.BJ",18.1573,3.1638,2.6944,0.128974,0.259382,0.174244,1.3586,0.9054,0.049865
"2024-12","920505.BJ",18.516,3.0198,2.9206,0.079735,0.27438,0.163093,3.9336,0.9088,0.049084
"2025-12","920505.BJ",19.6319,3.4026,3.3576,0.022573,0.386838,0.17332,4.0347,0.8812,0.044886
"2026-06","920505.BJ",18.2735,2.9424,2.3038,0.069269,0.274922,0.16102,3.1427,1.1624,0.063609
"2022-12","920357.BJ",2.009,-0.2885,-0.2807,-0.220898,0.334666,-0.143592,-0.3329,0.1095,0.05448
"2023-12","920357.BJ",2.463,-0.2772,-0.2355,-0.18886,0.349265,-0.11255,-0.257,0.1384,0.056207
"2024-12","920357.BJ",3.2477,-0.4131,-0.337,-0.18942,0.363345,-0.127189,-0.4247,0.2038,0.062738
"2025-12","920357.BJ",3.9855,-0.4911,-0.4398,-0.178556,0.331568,-0.123222,-0.3716,0.219,0.054956
"2026-06","920357.BJ",4.6184,-0.5594,-0.4899,-0.193091,0.325922,-0.121119,-0.698,0.2925,0.063337
"2022-12","920086.BJ",6.7402,-0.3603,-0.3247,-0.048108,0.306887,-0.053462,-0.6392,0.4846,0.0719
"2023-12","920086.BJ",7.0137,0.2547,0.1815,0.024635,0.329613,0.036309,0.0634,0.4604,0.065643
"2024-12","920086.BJ",6.8913,0.0744,0.0702,0.037587,0.326956,0.010798,0.1049,0.378,0.054844
"2025-12","920086.BJ",7.6606,0.2217,0.1621,0.009957,0.23867,0.028934,0.2086,0.4987,0.065106
"2026-06","920086.BJ",7.6203,0.1064,0.0928,0.023877,0.272366,0.013958,0.2833,0.3821,0.050139
"2022-12","920089.BJ",12.7281,1.2245,1.2108,0.088586,0.186098,0.096206,0.8414,0.6373,0.050071
"2023-12","920089.BJ",12.7287,1.7335,1.4252,0.076184,0.187799,0.136188,1.6055,0.5585,0.043875
"2024-12","920089.BJ",12.6979,1.318,1.2959,0.038107,0.268136,0.103797,0.785,0.666,0.052449
"2025-12","920089.BJ",13.2105,2.3391,1.9882,0.11423,0.188356,0.177063,2.4875,0.4915,0.037202
"2026-06","920089.BJ",12.805,1.6871,1.6712,0.098795,0.212943,0.131752,0.669,0.6345,0.049554
"2022-12","920112.BJ",3.1765,0.3066,0.2957,0.128772,0.279492,0.096505,0.2664,0.3752,0.118126
"2023-12","920112.BJ",3.8431,0.4234,0.3431,0.130498,0.341915,0.110182,0.4107,0.5132,0.133539
"2024-12","920112.BJ",5.0852,0.4748,0.3536,0.11416,0.285595,0.093372,0.593,0.5963,0.117256
"2025-12","920112.BJ",6.1615,0.3913,0.2705,0.074489,0.303678,0.063514,0.3902,0.7768,0.126069
"2026-06","920112.BJ",6.8575,0.8897,0.8508,0.180235,0.24035,0.129734,1.008,0.7347,0.107139
"2022-12","920227.BJ",2.8587,0.0632,0.0295,0.039757,0.295082,0.022121,0.0219,0.2572,0.089976
"2023-12","920227.BJ",2.9276,-0.012,-0.0288,-0.004876,0.441105,-0.004101,0.0055,0.261,0.089149
"2024-12","920227.BJ",3.1991,-0.0612,-0.0777,-0.054323,0.257281,-0.019129,-0.0327,0.2523,0.078876
"2025-12","920227.BJ",3.7328,0.0921,0.049,0.018865,0.40978,0.024673,0.0473,0.3437,0.09208
"2026-06","920227.BJ",3.6432,-0.0129,-0.049,-0.010149,0.304485,-0.003548,-0.0751,0.3181,0.087304
"2022-12","920171.BJ",2.7724,0.3216,0.2319,0.23599,0.207106,0.116017,0.4273,0.3163,0.114078
"2023-12","920171.BJ",3.2223,0.4433,0.3937,0.252478,0.321385,0.137567,0.4059,0.35,0.108628
"2024-12","920171.BJ",3.2682,0.468,0.4264,0.265851,0.26182,0.143191,0.5172,0.3283,0.100438
"2025-12","920171.BJ",3.1941,0.4862,0.4306,0.317408,0.260963,0.152219,0.6392,0.3766,0.117894
"2026-06","920171.BJ",3.6893,0.6638,0.486,0.32,0.314983,0.179911,0.7993,0.4549,0.123295
"2022-12","920273.BJ",3.1989,0.3378,0.2887,0.117933,0.257579,0.105594,0.2434,0.0841,0.026294
"2023-12","920273.BJ",3.5698,0.1881,0.12,0.060235,0.304079,0.052691,0.104,0.0918,0.025725
"2024-12","920273.BJ",4.2431,0.4782,0.4405,0.151852,0.181117,0.112698,0.6114,0.11,0.025936
"2025-12","920273.BJ",4.9985,0.3819,0.3558,0.061157,0.188639,0.076402,0.3932,0.1142,0.022837
"2026-06","920273.BJ",5.912,0.5559,0.4857,0.097017,0.191064,0.094021,0.5475,0.1488,0.025173
"2022-12","920010.BJ",3.2783,0.1701,0.1217,0.106385,0.323573,0.051873,0.2225,0.2255,0.068801
"2023-12","920010.BJ",3.5909,0.2989,0.2452,0.152901,0.275595,0.083251,0.346,0.2443,0.068024
"2024-12","920010.BJ",3.9684,0.396,0.3208,0.142316,0.312915,0.099791,0.2945,0.2461,0.06202
"2025-12","920010.BJ",4.05,0.3083,0.2466,0.112877,0.367234,0.076115,0.1167,0.2583,0.063789
"2026-06","920010.BJ",4.8302,0.363,0.295,0.123578,0.378589,0.075161,0.5074,0.2726,0.056429
"2022-12","920121.BJ",8.2092,0.7623,0.5979,0.07358,0.206219,0.092859,0.9197,0.1252,0.015248
"2023-12","920121.BJ",8.766,1.4114,1.2684,0.189705,0.339182,0.161013,1.4986,0.1311,0.014955
"2024-12","920121.BJ",8.7283,0.872,0.7252,0.099962,0.335172,0.099902,1.0221,0.1222,0.013996
"2025-12","920121.BJ",8.1569,1.1334,1.1019,0.169324,0.320289,0.138948,0.8159,0.1166,0.014294
"2026-06","920121.BJ",8.4158,1.0243,0.7301,0.152038,0.267535,0.121709,1.1434,0.0959,0.011394
"2022-12","920790.BJ",3.7252,0.171,0.1269,0.086379,0.286644,0.045905,0.2323,0.3975,0.10671
"2023-12","920790.BJ",3.9181,0.3701,0.2719,0.181903,0.345501,0.094463,0.5906,0.4617,0.11785
"2024-12","920790.BJ",4.3475,0.491,0.4181,0.19206,0.373347,0.112936,0.4863,0.4518,0.103911
"2025-12","920790.BJ",4.8054,0.4917,0.4189,0.186846,0.391904,0.102331,0.3852,0.6805,0.141616
"2026-06","920790.BJ",4.9456,0.4696,0.4002,0.201814,0.327406,0.094959,0.3299,0.634,0.128188
"2022-12","920592.BJ",7.3003,0.87,0.6207,0.138986,0.255912,0.119175,0.9865,0.526,0.07205
"2023-12","920592.BJ",6.9483,0.4058,0.3932,0.042181,0.32763,0.058408,0.4514,0.5131,0.07385
"2024-12","920592.BJ",6.5121,0.2357,0.1901,0.056805,0.359327,0.036193,-0.0389,0.5158,0.079202
"2025-12","920592.BJ",6.6094,0.5679,0.3755,0.103273,0.302374,0.085917,0.4888,0.5799,0.087736
"2026-06","920592.BJ",6.4169,0.2971,0.2052,0.053251,0.325096,0.046299,0.0383,0.418,0.065144
"2022-12","920017.BJ",3.1789,0.19,0.1396,0.066178,0.282774,0.059785,-0.0343,0.3356,0.105569
"2023-12","920017.BJ",3.1996,0.2475,0.1603,0.117772,0.287448,0.077358,0.2674,0.3592,0.112266
"2024-12","920017.BJ",3.68,0.2988,0.1996,0.13255,0.201116,0.081191,0.1887,0.46,0.125012
"2025-12","920017.BJ",4.0185,0.551,0.5235,0.221774,0.471342,0.137117,0.5114,0.4739,0.11794
"2026-06","920017.BJ",4.1479,0.4878,0.404,0.177964,0.230041,0.117607,0.5498,0.3989,0.096163
"2022-12","920892.BJ",3.4558,0.0929,0.0683,-0.017343,0.197983,0.026873,0.1206,0.2065,0.059741
"2023-12","920892.BJ",4.153,-0.0415,-0.0443,0.026363,0.213534,-0.009998,0.0493,0.2392,0.057602
"2024-12","920892.BJ",4.5955,0.1723,0.1402,0.048133,0.206234,0.037501,0.2387,0.2161,0.047031
"2025-12","920892.BJ",5.0886,0.0324,0.0208,0.067917,0.234912,0.006366,-0.2459,0.3133,0.061565
"2026-06","920892.BJ",5.7653,-0.0866,-0.1433,-0.047554,0.283542,-0.015025,0.0598,0.3453,0.059893
"2022-12","920207.BJ",2.9441,0.0843,0.0566,0.044815,0.23826,0.028643,0.0733,0.269,0.091371
"2023-12","920207.BJ",3.5013,0.1948,0.1261,0.084301,0.264821,0.055646,0.2074,0.2688,0.076774
"2024-12","920207.BJ",4.1332,0.273,0.2157,0.127915,0.394731,0.066054,0.2099,0.3843,0.092972
"2025-12","920207.BJ",4.5943,0.4332,0.3193,0.142629,0.179351,0.094291,0.5052,0.3693,0.080375
"2026-06","920207.BJ",5.5839,0.4901,0.4167,0.115203,0.195998,0.087777,0.5295,0.6159,0.110302
"2022-12","920055.BJ",3.4998,0.3415,0.3319,0.162452,0.279165,0.097586,0.2408,0.207,0.059157
"2023-12","920055.BJ",3.7122,0.5968,0.4919,0.3109,0.335219,0.160774,0.7672,0.1835,0.049421
"2024-12","920055.BJ",4.5881,0.4473,0.3378,0.167362,0.274057,0.097502,0.5229,0.2482,0.054102
"2025-12","920055.BJ",4.7304,0.6586,0.4833,0.265842,0.293124,0.139229,0.4961,0.3234,0.068369
"2026-06","920055.BJ",5.2651,0.6152,0.5343,0.170901,0.255341,0.11685,0.8703,0.2894,0.054959
"2022-12","920476.BJ",4.3443,-0.0191,-0.0218,-0.015205,0.354957,-0.004391,0.0305,0.448,0.103124
"2023-12","920476.BJ",4.2579,-0.0725,-0.0791,-0.046711,0.215263,-0.017036,0.133,0.4271,0.100319
"2024-12","920476.BJ",4.6848,-0.2276,-0.2422,-0.067472,0.237256,-0.048581,-0.162,0.5648,0.120557
"2025-12","920476.BJ",5.0201,-0.0754,-0.1041,-0.026226,0.298746,-0.015022,-0.0802,0.6817,0.135793
"2026-06","920476.BJ",5.7992,0.0747,0.0602,0.021632,0.259433,0.012879,-0.2875,0.711,0.122599
"2022-12","920035.BJ",3.5316,0.3164,0.2562,0.064834,0.221618,0.0896,0.4402,0.2658,0.075263
"2023-12","920035.BJ",4.2935,0.4395,0.3925,0.130402,0.435968,0.102355,0.5596,0.2317,0.053965
"2024-12","920035.BJ",5.4258,0.4812,0.397,0.121892,0.246507,0.08868,0.3028,0.3267,0.060207
"2025-12","920035.BJ",6.2519,0.4176,0.3005,0.030193,0.377655,0.066794,0.2791,0.3416,0.054645
"2026-06","920035.BJ",7.2761,0.4209,0.3098,0.072464,0.258811,0.057846,0.1067,0.4176,0.057395
"2022-12","920124.BJ",3.4074,0.0525,0.0071,0.009855,0.095036,0.015414,0.1589,0.2415,0.070871
"2023-12","920124.BJ",4.166,0.0251,-0.0198,0.009819,0.246667,0.006014,0.1574,0.2916,0.069998
"2024-12","920124.BJ",4.6036,-0.1843,-0.2035,-0.058731,0.38542,-0.040024,-0.2695,0.296,0.064303
"2025-12","920124.BJ",5.3329,0.3044,0.2218,0.056062,0.389003,0.05708,0.0687,0.3644,0.068324
"2026-06","920124.BJ",5.8156,0.0817,0.0579,0.007985,0.395536,0.014051,0.2122,0.4312,0.074145
"2022-12","920252.BJ",4.6513,0.5835,0.4785,0.203747,0.245224,0.125449,0.5858,0.2889,0.062104
"2023-12","920252.BJ",4.6063,0.3648,0.3089,0.139571,0.325598,0.079189,0.5005,0.2419,0.052519
"2024-12","920252.BJ",4.7224,0.5056,0.3509,0.135201,0.268139,0.107061,0.2537,0.311,0.06585
"2025-12","920252.BJ",5.7694,0.5062,0.4702,0.124513,0.412733,0.087738,0.4515,0.4281,0.074199
"2026-06","920252.BJ",5.9835,0.8478,0.8129,0.218503,0.235481,0.141698,0.9752,0.4503,0.075257
"2022-12","920779.BJ",8.184,0.3326,0.28,0.025628,0.304668,0.040634,0.0503,1.0394,0.127007
"2023-12","920779.BJ",8.7563,0.5699,0.4332,0.089167,0.260072,0.065086,0.4603,0.9028,0.103104
"2024-12","920779.BJ",9.4015,0.1673,0.1081,0.040718,0.200888,0.017792,0.3105,0.8943,0.095127
"2025-12","920779.BJ",8.7437,0.3428,0.2307,-0.003982,0.306187,0.039211,0.5972,1.0996,0.125754
"2026-06","920779.BJ",10.3707,0.0785,0.051,0.040479,0.316056,0.007566,0.1868,1.3455,0.129737
"2022-12","920167.BJ",3.4609,0.3224,0.2373,0.14703,0.280348,0.093157,0.2096,0.2926,0.084555
"2023-12","920167.BJ",3.834,0.3406,0.3058,0.170784,0.232164,0.088833,0.1469,0.3194,0.083298
"2024-12","920167.BJ",3.7492,0.3875,0.3462,0.183837,0.223075,0.10336,0.3698,0.3578,0.095435
"2025-12","920167.BJ",4.1234,0.329,0.329,0.119516,0.195131,0.079783,0.2478,0.4796,0.116316
"2026-06","920167.BJ",4.7418,0.3326,0.34,0.13476,0.418744,0.070137,0.3249,0.3965,0.083628
"2022-12","920218.BJ",3.9904,-0.0367,-0.0418,0.051652,0.07,-0.009188,-0.106,0.2385,0.059758
"2023-12","920218.BJ",4.8914,0.2052,0.1277,0.02611,0.269136,0.041944,0.2857,0.2673,0.054641
"2024-12","920218.BJ",5.8753,0.3272,0.2534,0.060178,0.127425,0.055699,0.463,0.3757,0.063939
"2025-12","920218.BJ",6.6478,0.324,0.308,0.033982,0.269955,0.048732,0.3262,0.5034,0.075722
"2026-06","920218.BJ",7.5887,0.3044,0.2041,0.042385,0.200319,0.040115,0.0075,0.4071,0.053649
"2022-12","920914.BJ",4.0439,0.1208,0.1041,0.019695,0.320045,0.029862,0.125,0.3076,0.076057
"2023-12","920914.BJ",4.9563,0.2705,0.2204,0.063782,0.155551,0.054568,0.2873,0.3821,0.077103
"2024-12","920914.BJ",5.5207,0.4591,0.3933,0.03465,0.21799,0.08316,0.461,0.5172,0.093675
"2025-12","920914.BJ",5.6573,0.533,0.4625,0.08573,0.195594,0.094211,0.6581,0.5111,0.090338
"2026-06","920914.BJ",7.2356,0.3942,0.3056,0.063993,0.226887,0.05448,0.0215,0.7243,0.100099
"2022-12","920751.BJ",3.3676,0.1597,0.1455,0.11342,0.229458,0.047421,0.1742,0.374,0.111064
"2023-12","920751.BJ",3.8268,0.0246,0.0075,0.049907,0.226376,0.006426,0.185,0.3281,0.085737
"2024-12","920751.BJ",4.241,0.2088,0.1477,0.069496,0.371143,0.049239,0.307,0.4789,0.112918
"2025-12","920751.BJ",4.2989,0.5143,0.4874,0.204603,0.316294,0.119639,0.7759,0.3986,0.092725
"2026-06","920751.BJ",4.991,0.1678,0.1105,0.048008,0.306686,0.03363,0.1408,0.5079,0.101769
"2022-12","920403.BJ",7.3781,-0.0092,-0.0519,-0.010602,0.157309,-0.001251,-0.1211,0.1755,0.02379
"2023-12","920403.BJ",8.1183,0.1078,0.0182,-0.029327,0.243191,0.013276,0.46,0.2476,0.030505
"2024-12","920403.BJ",8.7382,0.0706,0.0142,0.01137,0.235709,0.008076,0.2889,0.2534,0.029003
"2025-12","920403.BJ",8.5618,0.5701,0.4929,0.021751,0.32295,0.066589,0.5362,0.2111,0.024657
"2026-06","920403.BJ",8.3789,0.23,0.2274,0.015228,0.270209,0.027444,0.5181,0.1806,0.021554
"2022-12","920748.BJ",1.1133,-0.0976,-0.0964,-0.175602,0.42535,-0.087686,-0.0779,0.0964,0.086584
"2023-12","920748.BJ",1.4312,-0.1256,-0.1168,-0.157922,0.198631,-0.087769,-0.1583,0.1693,0.118317
"2024-12","920748.BJ",2.179,-0.2772,-0.2716,-0.254789,0.369331,-0.127231,-0.4064,0.2631,0.120743
"2025-12","920748.BJ",2.9678,-0.2029,-0.1941,-0.129497,0.273078,-0.068369,-0.1362,0.3361,0.113257
"2026-06","920748.BJ",3.9992,-0.6,-0.561,-0.265462,0.293283,-0.150022,-0.3308,0.3614,0.090381
"2022-12","920152.BJ",2.9675,0.0413,0.0097,0.022327,0.222103,0.013907,0.0886,0.3078,0.103716
"2023-12","920152.BJ",3.6566,0.022,0.0207,0.024007,0.317442,0.006018,-0.1509,0.341,0.09327
"2024-12","920152.BJ",4.2852,-0.0462,-0.0432,-0.057774,0.370619,-0.010777,-0.0128,0.4522,0.10552
"2025-12","920152.BJ",5.0918,-0.0124,-0.0374,0.013577,0.325198,-0.002443,-0.0188,0.504,0.098987
"2026-06","920152.BJ",6.8993,-0.0347,-0.0756,0.005102,0.22455,-0.005024,-0.2573,0.5747,0.083301
"2022-12","920080.BJ",3.4034,0.2934,0.217,0.168649,0.07,0.086215,0.4604,0.2371,0.069672
"2023-12","920080.BJ",3.5959,0.2788,0.2415,0.138556,0.295988,0.07753,0.3915,0.2119,0.058939
"2024-12","920080.BJ",4.1194,0.2934,0.2093,0.167414,0.303273,0.071228,0.2519,0.2297,0.055758
"2025-12","920080.BJ",4.3696,0.4192,0.3496,0.160152,0.316783,0.095944,0.4716,0.2619,0.059938
"2026-06","920080.BJ",4.8537,0.4894,0.4517,0.201872,0.3379,0.100827,0.6322,0.2698,0.055588
"2022-12","920694.BJ",7.3959,0.2206,0.1634,0.02833,0.252161,0.029826,0.1072,0.333,0.045019
"2023-12","920694.BJ",9.0195,0.4681,0.3295,0.05302,0.288488,0.051899,0.5939,0.3854,0.042731
"2024-12","920694.BJ",10.2792,0.6539,0.5033,0.005701,0.156886,0.063618,0.0424,0.4968,0.048327
"2025-12","920694.BJ",11.4532,1.0368,0.9544,0.07062,0.218295,0.090528,1.2298,0.4866,0.042484
"2026-06","920694.BJ",14.6402,0.7967,0.5128,0.080607,0.094051,0.054419,0.6007,0.5894,0.040257
"2022-12","920729.BJ",3.6174,0.7117,0.5331,0.32,0.257643,0.196745,1.1859,0.2358,0.065175
"2023-12","920729.BJ",3.4155,0.7082,0.6897,0.32,0.222461,0.207358,1.0541,0.282,0.082563
"2024-12","920729.BJ",3.6322,0.6516,0.484,0.316175,0.258159,0.179393,0.6669,0.2635,0.072544
"2025-12","920729.BJ",3.614,0.9253,0.8462,0.32,0.137273,0.256025,1.1985,0.2933,0.08117
"2026-06","920729.BJ",3.6737,0.7928,0.7686,0.32,0.232903,0.215801,0.765,0.2209,0.060128
"2022-12","920033.BJ",3.9396,0.1921,0.1312,0.038445,0.226533,0.048757,0.2189,0.2333,0.059216
"2023-12","920033.BJ",4.9012,0.2469,0.1708,0.076148,0.07,0.050382,0.4255,0.2911,0.059395
"2024-12","920033.BJ",5.3642,0.3219,0.2607,0.084229,0.235483,0.060009,0.297,0.3619,0.067473
"2025-12","920033.BJ",6.3768,0.1323,0.0557,0.041791,0.239812,0.020748,0.0229,0.3597,0.056405
"2026-06","920033.BJ",8.1451,0.162,0.1581,0.010538,0.187673,0.019886,0.0988,0.5553,0.068174
"2022-12","920564.BJ",2.2112,0.2689,0.2576,0.206388,0.196725,0.121629,0.2725,0.2417,0.109308
"2023-12","920564.BJ",2.7595,0.3854,0.3234,0.228788,0.225025,0.139671,0.4308,0.2964,0.107415
"2024-12","920564.BJ",3.1114,0.2239,0.2257,0.111901,0.303835,0.071963,0.1099,0.3081,0.099038
"2025-12","920564.BJ",4.0644,0.4033,0.343,0.154973,0.42054,0.099219,0.3024,0.3694,0.090894
"2026-06","920564.BJ",5.2762,0.5831,0.4804,0.212089,0.260554,0.110523,0.9074,0.4184,0.079304
"2022-12","920069.BJ",4.6301,-0.4413,-0.4361,-0.096438,0.404256,-0.095302,-0.1982,0.263,0.0568
"2023-12","920069.BJ",4.9684,-0.4816,-0.4669,-0.09677,0.426873,-0.096938,-0.7632,0.4086,0.082244
"2024-12","920069.BJ",6.1526,-0.5674,-0.596,-0.088314,0.315324,-0.09222,-0.3191,0.4371,0.071038
"2025-12","920069.BJ",6.9999,-0.6073,-0.6178,-0.108405,0.308355,-0.086759,-0.9336,0.5311,0.075867
"2026-06","920069.BJ",7.0015,-0.7268,-0.5684,-0.133186,0.366118,-0.103804,-0.6118,0.5019,0.07168
"2022-12","920050.BJ",4.0826,0.343,0.3123,0.181659,0.461397,0.084018,0.3956,0.3607,0.08834
"2023-12","920050.BJ",4.0155,0.2916,0.2211,0.042325,0.302845,0.072629,0.2308,0.3519,0.087633
"2024-12","920050.BJ",4.7317,0.2307,0.1778,0.089171,0.404209,0.048766,0.0804,0.4128,0.087242
"2025-12","920050.BJ",5.027,0.1961,0.1148,0.038256,0.287453,0.039003,0.2232,0.4133,0.082206
